plant_id,gwh_per_mm3,latitude,longitude,type,altitude_m,nearest_lake_dist_km,days_of_rain,inches_of_rain,avg_high_temp,avg_low_temp
N586,0.570377358490566,70.657935,23.714418,HDAM,17.4,0.5319176296090338,115,26.9,48,35
N588,0.4285610687022901,69.829488,25.167115,HDAM,75.3,2.4122136963648355,115,26.9,48,35
N589,0.4258994082840236,70.01472199999999,29.115233,HDAM,8.8,0.8607622791307153,119,24.9,47,35
N590,0.21861975028376845,70.59872,29.057885,HDAM,150.0,1.2913239374737004,119,24.9,47,35
N591,0.7111111111111111,69.762349,30.706361,HDAM,2.2,1.1716837304945251,119,24.9,47,35
N592,0.9504285714285716,70.773472,25.616455,HDAM,4.8,1.803342467019844,115,26.9,48,35
N594,0.20672033023735809,60.16857099999999,6.671919,HDAM,1033.3,0.6356137286988514,113,30.0,49,36
N595,0.4792044444444444,60.18165,6.693228,HDAM,1112.1,0.9679357222066584,113,30.0,49,36
N615,0.25761290322580643,68.174304,17.919127,HDAM,661.0,0.7088660430317736,105,21.2,50,38
N617,1.821984251968504,58.629862,8.687982,HDAM,129.9,1.6077330077025198,113,30.0,49,36
N619,1.6351304347826088,70.751417,27.355041,HDAM,18.5,1.7772591817684926,115,26.9,48,35
N621,1.1838006230529594,59.73255500000001,7.544277,HDAM,577.6,1.1553782311680396,113,30.0,49,36
N623,0.038198130841121496,60.08339399999999,8.286923,HDAM,1089.9,1.9573252047580905,113,30.0,49,36
N624,0.9458483754512635,59.62480600000001,9.953291,HDAM,22.5,3.4967324336919225,113,30.0,49,36
N631,0.22922636103151864,61.792346,5.354404,HDAM,232.8,1.1590334685350003,113,30.0,49,36
N644,0.7941176470588235,67.31378000000001,15.676101,HDAM,7.4,1.7955729460632637,105,21.2,50,38
N646,2.3686666666666665,60.976254,5.280915,HDAM,5.1,1.5494805658479691,113,30.0,49,36
N652,3.0158730158730163,58.600174,7.673136,HDAM,192.6,4.075619195568747,113,30.0,49,36
N660,0.15723076923076926,60.10165,6.913308,HDAM,1200.0,0.8871120100673479,113,30.0,49,36
N668,0.7961165048543688,62.139844,7.439766,HDAM,915.2,1.7236404134289667,113,30.0,49,36
N674,0.2358490566037736,59.161687,8.730756,HDAM,435.4,2.9766503127223327,113,30.0,49,36
N683,0.06567164179104477,60.433067,8.734342,HDAM,740.6,5.062814153060197,113,30.0,49,36
N685,0.2735849056603773,61.82909300000001,5.78213,HDAM,391.2,0.3905074817686217,113,30.0,49,36
N686,0.45,61.821713,5.799066000000002,HDAM,394.5,0.8745422382425527,113,30.0,49,36
N690,0.23929961089494164,63.03244599999999,8.836884,HDAM,295.4,1.3345274687836746,113,30.0,49,36
N717,0.5909090909090909,58.662011,8.062453999999999,HDAM,211.2,0.3629755267352729,113,30.0,49,36
N731,0.0427807486631016,62.930266,12.151988,HDAM,846.4,2.2738971835327444,113,30.0,49,36
N758,1.5833333333333333,60.678333,10.352728,HDAM,137.6,5.008615271991483,113,30.0,49,36
N759,0.13002364066193856,59.739328,6.518956,HDAM,531.7,2.0895027751051916,113,30.0,49,36
N769,0.3282828282828283,60.983575,5.698889,HDAM,598.4,0.9138706526056766,113,30.0,49,36
N864,0.9338521400778209,59.708007,6.857516,HDAM,757.5,0.7358024161337853,113,30.0,49,36
N870,0.4977777777777778,65.786879,12.87525,HDAM,199.6,2.191462684738508,113,30.0,49,36
N880,0.717741935483871,61.23997900000001,6.247422,HDAM,751.1,0.9825377375462686,113,30.0,49,36
N886,0.2989130434782609,65.375479,12.753035,HDAM,287.2,0.9389314826809227,113,30.0,49,36
N890,0.625,61.01993,8.127023,HDAM,1140.0,2.096928513859436,113,30.0,49,36
N899,0.03731669114047968,60.227764,10.375241,HDAM,130.5,1.2198204131429309,113,30.0,49,36
N902,0.625,58.57946,7.967914,HDAM,342.3,0.7875217274875964,113,30.0,49,36
N904,0.33235294117647063,62.112823,7.3877869999999985,HDAM,925.1,0.3858484417873306,113,30.0,49,36
N1004,0.6595744680851063,59.400865,9.550383,HDAM,286.5,3.1998252714196216,113,30.0,49,36
N1018,0.1567901234567901,64.254483,12.545905,HDAM,102.2,3.3034797963106346,113,30.0,49,36
N1055,0.19597272727272727,59.052309,10.018394,HDAM,4.2,2.6437683473705498,113,30.0,49,36
